Player,Year,Google Search Trend
Marreese Speights,2014,630
Alex Len,2014,2090000
Brandon Knight,2014,66000
Gerald Green,2014,1900000
Darrell Arthur,2014,19300
Kemba Walker,2014,7800
Steve Novak,2014,114000
Matt Barnes,2014,165000
Damian Lillard,2014,24400
Mike Scott,2014,8100000
Andrei Kirilenko,2014,1300
Tyler Hansbrough,2014,470
Evan Turner,2014,48000
Jason Smith,2014,6400000
Gary Neal,2014,64000
Alec Burks,2014,2600
Anthony Morrow,2014,48000
Alexey Shved,2014,5500
Markieff Morris,2014,4180
Quincy Pondexter,2014,760
Dorell Wright,2014,1250
Chris Copeland,2014,43000
Marcus Morris,2014,-770000
Joel Freeland,2014,4600
Klay Thompson,2014,24300
Kawhi Leonard,2014,21900
Harrison Barnes,2014,65000
Ben McLemore,2014,3700
Mike Dunleavy,2014,4600
Randy Foye,2014,1060
Anthony Tolliver,2014,-700
Kosta Koufos,2014,410
Jerryd Bayless,2014,760
Will Bynum,2014,27900
Marco Belinelli,2014,3500
Terrence Ross,2014,14000
Kentavious Caldwell-Pope,2014,870
Iman Shumpert,2014,59000
Luke Ridnour,2014,680
Brian Roberts,2014,2270000
Udonis Haslem,2014,2410
Kirk Hinrich,2014,2020
Andre Drummond,2014,25900
Trey Burke,2014,9900
Tobias Harris,2014,22000
DeMarre Carroll,2014,1520
James Johnson,2014,26400000
Austin Rivers,2014,3799000
Shelvin Mack,2014,450
CJ McCollum,2014,5700
Kenneth Faried,2014,1700
Reggie Jackson,2014,43000
Meyers Leonard,2014,24000
Michael Carter-Williams,2014,2710000
Nick Collison,2014,9000
Jeremy Lamb,2014,52000
Steven Adams,2014,6700000
Norris Cole,2014,26000
Cory Joseph,2014,55000
Jimmy Butler,2014,4085000
Nate Robinson,2014,40000
Eric Maynor,2014,2720
Jordan Farmar,2014,1500
Danny Granger,2014,22100
Steve Blake,2014,2640000
Aron Baynes,2014,1550
Beno Udrih,2014,500
Ramon Sessions,2014,20000
Kelly Olynyk,2014,2230
Kent Bazemore,2014,1560
Elton Brand,2014,87000
DeJuan Blair,2014,2500
John Henson,2014,47000
Shabazz Muhammad,2014,2300
Samuel Dalembert,2014,3900
Giannis Antetokounmpo,2014,37200
Jeff Ayres,2014,-1600
Anthony Randolph,2014,10000
Jeremy Evans,2014,4530000
Reggie Evans,2014,15100
Gigi Datome,2014,550
Tyler Zeller,2014,4300
Pablo Prigioni,2014,1160
Ryan Kelly,2014,4900000
Terrence Jones,2014,56000
Shane Larkin,2014,10900
Ronny Turiaf,2014,630
Miroslav Raduljica,2014,516
Andrew Nicholson,2014,36000
Sergey Karasev,2014,650
Evan Fournier,2014,12300
Tony Snell,2014,9500
Jannero Pargo,2014,430
Nazr Mohammed,2014,600
James Jones,2014,27300000
Shawn Marion,2014,65000
Richard Jefferson,2014,1510000
Leandro Barbosa,2014,45000
Willie Green,2014,1420000
Matt Bonner,2014,21600
Rasual Butler,2014,690
Jared Sullinger,2014,1160
Gorgui Dieng,2014,1340
Victor Claver,2014,4800
Mason Plumlee,2014,2520
Jason Maxiell,2014,1070
Charlie Villanueva,2014,13200
Ronnie Price,2014,28000
John Jenkins,2014,4270000
Ryan Hollins,2014,9600
Solomon Hill,2014,2660000
Alan Anderson,2014,2100000
Austin Daye,2014,2800
Bernard James,2014,3800000
Jordan Hamilton,2014,2360000
Shavlik Randolph,2014,285
Aaron Gray,2014,7700000
Rodney Stuckey,2014,2030
Tony Wroten,2014,930
Reggie Bullock,2014,4300
Miles Plumlee,2014,1340
Andre Roberson,2014,6500
Cartier Martin,2014,5849000
Brandon Rush,2014,53000
Shawne Williams,2014,-800
Arnett Moultrie,2014,100
Perry Jones,2014,3400000
Rudy Gobert,2014,8800
Marquis Teague,2014,1510
Archie Goodwin,2014,300
Kyle Singler,2014,1380
Xavier Henry,2014,2370000
Wayne Ellington,2014,15200
Alonzo Gee,2014,5300
Omri Casspi,2014,200
John Salmons,2014,3600
Robert Covington,2014,27000
Al-Farouq Aminu,2014,660
Ekpe Udoh,2014,630
Wesley Johnson,2014,1910000
Ed Davis,2014,13500000
Luke Babbitt,2014,1840
Cole Aldrich,2014,21200
Greg Stiemsma,2014,260
Garrett Temple,2014,29000
Jon Leuer,2014,520
Ricky Ledo,2014,670
E'Twaun Moore,2014,360
Greg Smith,2014,5700000
Donald Sloan,2014,24000
Lavoy Allen,2014,920
Jimmer Fredette,2014,730
Lance Thomas,2014,1100000
Jae Crowder,2014,3800
Chris Douglas-Roberts,2014,89000
Aaron Brooks,2014,4686000
Will Barton,2014,2200000
Draymond Green,2014,13100
Patrick Beverley,2014,28400
Robert Sacre,2014,67000
Khris Middleton,2014,2020
Darius Miller,2014,27600
Quincy Acy,2014,1190
Kyle O'Quinn,2014,1760
Henry Sims,2014,56000
Kendall Marshall,2014,38000
Nate Wolters,2014,1500
Gal Mekel,2014,350
Robbie Hummel,2014,7200
Jamaal Franklin,2014,3200
Allen Crabbe,2014,5200
Dante Cunningham,2014,12500
Kenyon Martin,2014,23000
Mike Muscala,2014,204
Phil Pressey,2014,830
Troy Daniels,2014,31000
Matthew Dellavedova,2014,1500
Nick Calathes,2014,590
Justin Hamilton,2014,2820000
Jeff Withey,2014,1240
Dewayne Dedmon,2014,520
Hollis Thompson,2014,16200
Isaiah Canaan,2014,7000
Ray McCallum,2014,12900
Carrick Felix,2014,6400
Ian Clark,2014,2610000
Darius Morris,2014,16800
Malcolm Thomas,2014,600000
Reggie Williams,2014,28000
Quincy Miller,2014,29000
Lorenzo Brown,2014,2800000
Michael Beasley,2014,30000
Toney Douglas,2014,3300
Metta World Peace,2014,5200
Shannon Brown,2014,3200000
Elliot Williams,2014,68000
Brandon Davies,2014,28000
Earl Clark,2014,4507000
Jarvis Varnado,2014,520
Chris Babb,2014,8500
Vander Blue,2014,38000
Dwight Buycks,2014,175
Arinze Onuaku,2014,189
Seth Curry,2014,21000
Kobe Bryant,2015,3590000
LeBron James,2015,4300000
Carmelo Anthony,2015,-200000
Dwight Howard,2015,61000
Joe Johnson,2015,12000000
Chris Bosh,2015,22700
Kevin Durant,2015,4784000
Chris Paul,2015,35000000
Derrick Rose,2015,1013000000
Dwyane Wade,2015,5800000
Brook Lopez,2015,4650000
Kevin Love,2015,36200000
DeAndre Jordan,2015,17100
Marc Gasol,2015,6700
LaMarcus Aldridge,2015,6600
Blake Griffin,2015,974000
Paul Millsap,2015,5500
David Lee,2015,68000000
Paul George,2015,22000000
Russell Westbrook,2015,68000
Jimmy Butler,2015,1690000
Kyrie Irving,2015,60000
Wesley Matthews,2015,50000
Greg Monroe,2015,4798000
Enes Kanter,2015,22900
Kawhi Leonard,2015,22400
Tobias Harris,2015,42000
James Harden,2015,96000
Roy Hibbert,2015,7900
Eric Gordon,2015,4400000
Klay Thompson,2015,14600
Gordon Hayward,2015,37000
Chandler Parsons,2015,23000
DeMarcus Cousins,2015,9900
John Wall,2015,10000000
Khris Middleton,2015,3640
Draymond Green,2015,20000
Tristan Thompson,2015,54000
Danilo Gallinari,2015,2520
Reggie Jackson,2015,28000
DeMarre Carroll,2015,2210
Al Jefferson,2015,3700000
Eric Bledsoe,2015,11200
Brandon Knight,2015,910000
Tony Parker,2015,2200000
Joakim Noah,2015,10700
JaVale McGee,2015,2220
Tyson Chandler,2015,19000
Nenê,2015,27300
Ricky Rubio,2015,38200
Robin Lopez,2015,1830000
Ty Lawson,2015,38000
Rudy Gay,2015,34000
Serge Ibaka,2015,4400
Al Horford,2015,8700
Amir Johnson,2015,38000
Kemba Walker,2015,5000
Andrew Bogut,2015,6600
Kyle Lowry,2015,35800
Derrick Favors,2015,4000
Nicolas Batum,2015,5600
Andre Iguodala,2015,7200
Stephen Curry,2015,3580000
Thaddeus Young,2015,37000
Kenneth Faried,2015,2250
Marcin Gortat,2015,10000
Jrue Holiday,2015,3900
Deron Williams,2015,7500
Tyreke Evans,2015,500
Wilson Chandler,2015,3379000
Monta Ellis,2015,7300
Luol Deng,2015,3500
Gerald Wallace,2015,67000
Zach Randolph,2015,20100
Danny Green,2015,11900000
Mike Conley,2015,34000
Rajon Rondo,2015,9800
DeMar DeRozan,2015,11800
Alec Burks,2015,2800
Jeff Green,2015,34900000
Lance Stephenson,2015,14100
Iman Shumpert,2015,77000
Tiago Splitter,2015,2510
Taj Gibson,2015,24100
Kevin Garnett,2015,28000
Ryan Anderson,2015,7000000
Brandon Jennings,2015,35000
Dirk Nowitzki,2015,16800
Corey Brewer,2015,15000
Trevor Ariza,2015,3000
Channing Frye,2015,3600
Al-Farouq Aminu,2015,2030
Jeff Teague,2015,13500
George Hill,2015,23300000
Markieff Morris,2015,5400
Avery Bradley,2015,64000
Kosta Koufos,2015,1080
Boris Diaw,2015,15400
Pau Gasol,2015,28700
Kevin Martin,2015,9300000
Anthony Davis,2015,3900000
Marvin Williams,2015,1300000
Rodney Stuckey,2015,2500
Cory Joseph,2015,65000
Ed Davis,2015,28500000
Isaiah Thomas,2015,4730000
Josh Smith,2015,3000000
Jae Crowder,2015,5800
Jason Thompson,2015,2800000
Carl Landry,2015,18800
Aron Baynes,2015,2140
Patrick Beverley,2015,28000
Michael Kidd-Gilchrist,2015,3400
Jarrett Jack,2015,26000
Jodie Meeks,2015,2100
Patrick Patterson,2015,1450000
Marco Belinelli,2015,9200
Gerald Henderson,2015,50000
Andrew Wiggins,2015,36000
Kyle Korver,2015,5700
Martell Webster,2015,4200
Bradley Beal,2015,27400
Courtney Lee,2015,1000000
Jamal Crawford,2015,8700
Spencer Hawes,2015,13800
Shaun Livingston,2015,8900
Josh McRoberts,2015,1980
Brandan Wright,2015,2900
Chase Budinger,2015,880
Tim Duncan,2015,1920000
Nick Young,2015,14500000
Zaza Pachulia,2015,1550
Victor Oladipo,2015,4800
Jabari Parker,2015,4900
Dion Waiters,2015,2190
Darren Collison,2015,2500
Jonas Jerebko,2015,1400
Marcus Morris,2015,2870000
Chris Andersen,2015,73000
Tony Allen,2015,2400000
Larry Sanders,2015,55000
Chris Kaman,2015,4100
Timofey Mozgov,2015,2760
Mike Dunleavy,2015,4400
Trevor Booker,2015,9900
Otto Porter,2015,29000
Anthony Bennett,2015,2840000
Raymond Felton,2015,18800
Kyle Singler,2015,3700
Kris Humphries,2015,20700
Derrick Williams,2015,251000
Mike Miller,2015,4900000
Jameer Nelson,2015,1240
Mario Chalmers,2015,-6700
Jason Smith,2015,7300000
Jared Dudley,2015,12300
Damian Lillard,2015,35800
Cody Zeller,2015,4200
Aaron Gordon,2015,1800000
Vince Carter,2015,1300000
Devin Harris,2015,44000
Thabo Sefolosha,2015,800
Ian Mahinmi,2015,180
Jordan Hill,2015,6300000
Alan Anderson,2015,8900000
Harrison Barnes,2015,1655000
Marreese Speights,2015,1070
Alex Len,2015,2260000
Dante Exum,2015,1240
Steve Novak,2015,102000
Kyle O'Quinn,2015,2340
Nick Collison,2015,2500
Terrence Ross,2015,27000
Lavoy Allen,2015,1230
Matt Barnes,2015,4651000
Will Barton,2015,6000000
Nerlens Noel,2015,3300
Marcus Smart,2015,3740000
Evan Turner,2015,76000
Quincy Pondexter,2015,590
Paul Pierce,2015,2600000
Anthony Morrow,2015,41000
Mike Scott,2015,8100000
Drew Gooden,2015,4900
Andre Drummond,2015,21000
Norris Cole,2015,37000
Ben McLemore,2015,4100
Randy Foye,2015,890
Julius Randle,2015,6900
Austin Rivers,2015,2610000
Meyers Leonard,2015,33000
Jeremy Lamb,2015,43000
Anthony Tolliver,2015,2400
Brandon Bass,2015,59000
Jerryd Bayless,2015,1040
Toney Douglas,2015,8500
John Henson,2015,75000
Luis Scola,2015,25500
Kentavious Caldwell-Pope,2015,1290
Kirk Hinrich,2015,2020
Nik Stauskas,2015,1520
Udonis Haslem,2015,2200
Brian Roberts,2015,2800000
Dante Cunningham,2015,26500
Omri Casspi,2015,460
Darrell Arthur,2015,25000
Bismack Biyombo,2015,670
Furkan Aldemir,2015,1170
Trey Burke,2015,10800
Noah Vonleh,2015,740
Tyler Zeller,2015,5900
CJ McCollum,2015,7000
Elfrid Payton,2015,120
Joel Anthony,2015,1100000
Leandro Barbosa,2015,66000
James Johnson,2015,16400000
Terrence Jones,2015,127000
Shelvin Mack,2015,440
Michael Carter-Williams,2015,3000000
Andrew Nicholson,2015,2665000
Doug McDermott,2015,20900
Tony Wroten,2015,1410
Jordan Farmar,2015,1080
Evan Fournier,2015,13500
Steven Adams,2015,1300000
Jared Sullinger,2015,1330
Aaron Brooks,2015,2180000
Ramon Sessions,2015,25100
Kelly Olynyk,2015,1670
Zach LaVine,2015,14100
Kendall Marshall,2015,60000
Jeremy Lin,2015,640000
Gary Neal,2015,4361000
Miles Plumlee,2015,2400
Danny Granger,2015,20500
Steve Blake,2015,1700000
Joe Ingles,2015,3000000
Beno Udrih,2015,630
Shabazz Muhammad,2015,5300
Perry Jones,2015,3200000
Festus Ezeli,2015,1320
Kent Bazemore,2015,2270
DeJuan Blair,2015,3200
Giannis Antetokounmpo,2015,17900
Adreian Payne,2015,860
Lucas Nogueira,2015,65000
James Young,2015,172000000
Ryan Kelly,2015,7400000
Joffrey Lauvergne,2015,480
Tyler Ennis,2015,12600
Lance Thomas,2015,1600000
Sergey Karasev,2015,1090
Gary Harris,2015,-1000000
Tony Snell,2015,18300
Bruno Caboclo,2015,3100
Shane Larkin,2015,14700
Wayne Ellington,2015,13900
James Jones,2015,17000000
Richard Jefferson,2015,2280000
Charlie Villanueva,2015,11400
Samuel Dalembert,2015,600
Jason Terry,2015,2400000
Tayshaun Prince,2015,1360
Kendrick Perkins,2015,9400
Ronnie Price,2015,78000
Caron Butler,2015,10800
Rasual Butler,2015,400
Matt Bonner,2015,29000
David West,2015,-12000000
Andre Miller,2015,4000000
Gorgui Dieng,2015,2650
Mitch McGary,2015,1890
Marcus Thornton,2015,31000
Pablo Prigioni,2015,1950
Mason Plumlee,2015,3580
Jordan Adams,2015,4000000
Andrea Bargnani,2015,1860
Gerald Green,2015,3200000
Solomon Hill,2015,2770000
Rodney Hood,2015,26000
Matthew Dellavedova,2015,3670
Alonzo Gee,2015,1000
Shabazz Napier,2015,1840
Cartier Martin,2015,2510000
Brandon Rush,2015,74000
Luc Mbah a Moute,2015,1180
Reggie Bullock,2015,5100
Clint Capela,2015,1870
Andre Roberson,2015,7700
Tyler Hansbrough,2015,1440
Jeremy Evans,2015,3600000
Rudy Gobert,2015,12500
Archie Goodwin,2015,9600
Chris Copeland,2015,59000
Kyle Anderson,2015,3560000
JaKarr Sampson,2015,410
Cole Aldrich,2015,20900
Wesley Johnson,2015,5900000
Luke Babbitt,2015,3000
Garrett Temple,2015,42000
Glenn Robinson III,2015,37000
Ray McCallum,2015,21900
Jared Cunningham,2015,23200
Jon Leuer,2015,700
Donald Sloan,2015,28000
E'Twaun Moore,2015,590
Joey Dorsey,2015,7900
Phil Pressey,2015,1360
Robert Covington,2015,30000
Tim Frazier,2015,34000
Robert Sacre,2015,73000
John Jenkins,2015,3300000
Thomas Robinson,2015,8500000
Hassan Whiteside,2015,5880
Quincy Acy,2015,1770
Mike Muscala,2015,420
Troy Daniels,2015,47000
Justin Holiday,2015,4600000
Gal Mekel,2015,310
Ian Clark,2015,1670000
Dewayne Dedmon,2015,480
Isaiah Canaan,2015,10400
Hollis Thompson,2015,35800
Allen Crabbe,2015,6000
Seth Curry,2015,29000
Jeff Withey,2015,1060
James Ennis,2015,31000
Elton Brand,2015,5063000
Markel Brown,2015,11600
Cameron Bairstow,2015,-330
Dwight Powell,2015,21000
Nick Johnson,2015,1600000
Spencer Dinwiddie,2015,7200
James Michael McAdoo,2015,4600
Shayne Whittington,2015,510
Tarik Black,2015,3650000
Jordan Clarkson,2015,50000
Russ Smith,2015,8100000
JaMychal Green,2015,391
Tyler Johnson,2015,3400000
Johnny O'Bryant,2015,760
Jarnell Stokes,2015,340
Cleanthony Early,2015,610
Langston Galloway,2015,4700
Devyn Marble,2015,810
Joe Harris,2015,4700000
Jerami Grant,2015,5300
Eric Moreland,2015,8000
Kostas Papanikolaou,2015,690
Jimmer Fredette,2015,1490
Ryan Hollins,2015,400
Cory Jefferson,2015,19600
Elijah Millsap,2015,650
Nazr Mohammed,2015,1270
Sean Kilpatrick,2015,8200
Michael Beasley,2015,45000
Jeff Ayres,2015,19600
Lorenzo Brown,2015,13100000
Erick Green,2015,4040000
Greg Smith,2015,10000000
Henry Sims,2015,60000
Jordan Hamilton,2015,1700000
Bryce Cotton,2015,21000
Chuck Hayes,2015,41000
Elliot Williams,2015,4617000
Quincy Miller,2015,39000
Nate Robinson,2015,49000
Dorell Wright,2015,890
LeBron James,2016,3800000
Al Horford,2016,10400
Kevin Durant,2016,3140000
James Harden,2016,5360000
Mike Conley,2016,36000
Russell Westbrook,2016,108000
DeMar DeRozan,2016,24900
Dirk Nowitzki,2016,27500
Carmelo Anthony,2016,200000
Damian Lillard,2016,50000
Chris Bosh,2016,25500
Dwight Howard,2016,4016000
Dwyane Wade,2016,9800000
Chris Paul,2016,54000000
Harrison Barnes,2016,3300000
Andre Drummond,2016,59000
Chandler Parsons,2016,30000
Hassan Whiteside,2016,12000
Anthony Davis,2016,9200000
Bradley Beal,2016,16000
Derrick Rose,2016,3070000000
Brook Lopez,2016,2500000
Kevin Love,2016,28000000
DeAndre Jordan,2016,32900
Marc Gasol,2016,19900
Nicolas Batum,2016,6600
LaMarcus Aldridge,2016,6900
Blake Griffin,2016,4210000
Paul Millsap,2016,18900
Ryan Anderson,2016,13000000
Allen Crabbe,2016,11500
Paul George,2016,51000000
Luol Deng,2016,3400
Kyrie Irving,2016,89000
Kawhi Leonard,2016,41100
Jimmy Butler,2016,2450000
Tobias Harris,2016,47000
Wesley Matthews,2016,54000
Greg Monroe,2016,2900000
Enes Kanter,2016,31400
Joakim Noah,2016,12800
Evan Fournier,2016,20100
Bismack Biyombo,2016,2530
Klay Thompson,2016,59700
Evan Turner,2016,4417000
Gordon Hayward,2016,54000
Timofey Mozgov,2016,1780
Ian Mahinmi,2016,1240
DeMarcus Cousins,2016,21200
John Wall,2016,141000000
Kent Bazemore,2016,2680
Pau Gasol,2016,35000
Tristan Thompson,2016,76000
Draymond Green,2016,42200
Khris Middleton,2016,4300
Danilo Gallinari,2016,4500
Jeff Green,2016,29000000
Reggie Jackson,2016,53000
Deron Williams,2016,27500
Tony Parker,2016,1500000
DeMarre Carroll,2016,2200
Rajon Rondo,2016,36600
Eric Bledsoe,2016,14700
Ricky Rubio,2016,35000
Rudy Gay,2016,37000
Jamal Crawford,2016,21800
Robin Lopez,2016,2800000
Michael Kidd-Gilchrist,2016,4700
Brandon Knight,2016,4350000
Jordan Clarkson,2016,54000
Arron Afflalo,2016,860
Tyson Chandler,2016,23000
Miles Plumlee,2016,3220
Eric Gordon,2016,5500000
John Henson,2016,4547000
Marvin Williams,2016,3130000
Serge Ibaka,2016,6300
Stephen Curry,2016,4930000
Kenneth Faried,2016,2910
Thaddeus Young,2016,53000
Amir Johnson,2016,123000
Kemba Walker,2016,21800
Kyle Lowry,2016,42000
Marcin Gortat,2016,9700
Solomon Hill,2016,2700000
Jeremy Lin,2016,450000
Andrew Bogut,2016,4200
Courtney Lee,2016,3100000
Andre Iguodala,2016,13400
Derrick Favors,2016,7400
Austin Rivers,2016,2360000
Jrue Holiday,2016,6800
Joe Johnson,2016,12200000
Jon Leuer,2016,1070
Monta Ellis,2016,10200
Jared Dudley,2016,16900
Al Jefferson,2016,5900000
Tyreke Evans,2016,3300
Zach Randolph,2016,26000
Terrence Ross,2016,35000
Danny Green,2016,24500000
Alec Burks,2016,3500
Iman Shumpert,2016,4006000
Matthew Dellavedova,2016,10640
Jerryd Bayless,2016,860
Trevor Booker,2016,11300
Meyers Leonard,2016,55000
Gerald Henderson,2016,57000
Taj Gibson,2016,-4500
E'Twaun Moore,2016,1570
Kris Humphries,2016,14600
Dwight Powell,2016,25000
Avery Bradley,2016,67000
Tiago Splitter,2016,2400
Darrell Arthur,2016,44000
Kosta Koufos,2016,400
Tyler Zeller,2016,14300
Jeff Teague,2016,27800
Kevin Garnett,2016,42000
Garrett Temple,2016,57000
Anthony Tolliver,2016,6300
George Hill,2016,73000000
Channing Frye,2016,11500
Trevor Ariza,2016,10300
Al-Farouq Aminu,2016,1320
Cole Aldrich,2016,28000
Corey Brewer,2016,26300
Festus Ezeli,2016,2380
Markieff Morris,2016,7700
Cory Joseph,2016,4045000
Jeremy Lamb,2016,60000
Rodney Stuckey,2016,3500
Boris Diaw,2016,3500
Carl Landry,2016,24000
Ed Davis,2016,22000000
Isaiah Thomas,2016,3090000
Victor Oladipo,2016,8400
Jodie Meeks,2016,8900
Matt Barnes,2016,1630000
Aron Baynes,2016,1940
Marco Belinelli,2016,2700
Jae Crowder,2016,8700
Tarik Black,2016,4800000
Lance Thomas,2016,4600000
Andrew Nicholson,2016,2130000
Patrick Patterson,2016,2710000
Andrew Wiggins,2016,45000
Ramon Sessions,2016,31000
Patrick Beverley,2016,38000
Wayne Ellington,2016,72000
Karl-Anthony Towns,2016,35000
Otto Porter,2016,146000
Shaun Livingston,2016,13500
Josh McRoberts,2016,2400
Spencer Hawes,2016,8600
Brandan Wright,2016,8400
Tim Duncan,2016,2640000
Wesley Johnson,2016,-700000
Tyler Johnson,2016,6300000
Jared Sullinger,2016,1510
Brandon Jennings,2016,50000
Nick Young,2016,20300000
Jabari Parker,2016,13200
Lance Stephenson,2016,17700
D'Angelo Russell,2016,500000
Josh Smith,2016,4000000
Cody Zeller,2016,11600
Kyle Korver,2016,14900
Darren Collison,2016,4000
Langston Galloway,2016,7000
Derrick Williams,2016,4573000
Jonas Jerebko,2016,350
Luis Scola,2016,-1000
Roy Hibbert,2016,22600
Tony Allen,2016,7400000
Jason Smith,2016,13500000
Mike Dunleavy,2016,6000
Kyle Singler,2016,1700
Alex Len,2016,1750000
Jahlil Okafor,2016,3950
Marcus Morris,2016,1000000
Jameer Nelson,2016,6910
Nerlens Noel,2016,5000
Aaron Gordon,2016,500000
Vince Carter,2016,2400000
Devin Harris,2016,66000
Ben McLemore,2016,4100
Thabo Sefolosha,2016,1940
James Johnson,2016,48000000
Udonis Haslem,2016,4200
Jordan Hill,2016,8400000
Leandro Barbosa,2016,66000
Kyle O'Quinn,2016,2800
Mario Hezonja,2016,1410
Nemanja Bjelica,2016,2180
Nick Collison,2016,17800
Kentavious Caldwell-Pope,2016,1940
Marcus Smart,2016,1500000
Willie Cauley-Stein,2016,1560
Will Barton,2016,6000000
Paul Pierce,2016,3000000
Mike Miller,2016,11000000
Lavoy Allen,2016,2290
Brandon Rush,2016,1969000
Anthony Morrow,2016,32000
Trey Burke,2016,12300
Kevin Martin,2016,11700000
Mike Scott,2016,17000000
Troy Daniels,2016,43000
Julius Randle,2016,15500
Ronnie Price,2016,4526000
Emmanuel Mudiay,2016,2100
CJ McCollum,2016,13900
Michael Carter-Williams,2016,-500000
Omri Casspi,2016,510
Steven Adams,2016,11400000
Kelly Olynyk,2016,11310
Shabazz Muhammad,2016,2700
Dante Cunningham,2016,16100
Giannis Antetokounmpo,2016,57000
Nik Stauskas,2016,820
Stanley Johnson,2016,3600000
Quincy Acy,2016,2150
Seth Curry,2016,40000
Zaza Pachulia,2016,3230
Nenê,2016,35100
James Ennis,2016,48000
Dion Waiters,2016,8400
Dewayne Dedmon,2016,1040
Noah Vonleh,2016,760
Frank Kaminsky,2016,17200
Aaron Brooks,2016,6490000
Elfrid Payton,2016,2080
Justise Winslow,2016,2210
Randy Foye,2016,1440
Richard Jefferson,2016,2200000
Doug McDermott,2016,28700
Shelvin Mack,2016,960
Myles Turner,2016,36000
Tony Snell,2016,7800
Archie Goodwin,2016,24100
Gorgui Dieng,2016,920
Trey Lyles,2016,3530
Mason Plumlee,2016,3500
Reggie Bullock,2016,6200
Alonzo Gee,2016,4900
Zach LaVine,2016,20200
Devin Booker,2016,26500
Luc Mbah a Moute,2016,600
Andre Roberson,2016,11000
Rudy Gobert,2016,14800
Cameron Payne,2016,4160000
Joe Ingles,2016,2700000
Tim Frazier,2016,32000
Adreian Payne,2016,760
Lucas Nogueira,2016,80000
Terry Rozier,2016,5700
James Young,2016,35000000
Rashad Vaughn,2016,6100
Tyler Ennis,2016,26800
Sam Dekker,2016,65000
Joffrey Lauvergne,2016,1350
Gary Harris,2016,2400000
Jerian Grant,2016,1520
Bruno Caboclo,2016,5300
Delon Wright,2016,9900
Jarrett Jack,2016,44000
Chris Andersen,2016,2072000
James Jones,2016,42000000
David West,2016,315000000
Raymond Felton,2016,32000
Brandon Bass,2016,69000
Metta World Peace,2016,7300
Jason Terry,2016,1600000
Steve Novak,2016,347000
Caron Butler,2016,15100
David Lee,2016,84000000
Mitch McGary,2016,110
Justin Anderson,2016,4500000
Marcelo Huertas,2016,9600
Jordan Adams,2016,3600000
Gerald Green,2016,4500000
